source,medium,colloid_um,velocity_mday,IS_mM,chemistry,condition_id,curve,x,x_type,value,C0_per_mL,column_role,workbook_tab,workbook_col
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,RP,0.01269,distance_m,9.087,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,RP,0.03148,distance_m,8.2009,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,RP,0.04662,distance_m,7.7236,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,RP,0.066,distance_m,7.1169,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,RP,0.08466,distance_m,6.7318,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,RP,0.10428,distance_m,6.4282,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,RP,0.12512,distance_m,6.1422,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,RP,0.14643,distance_m,5.7881,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,RP,0.16724,distance_m,5.4742,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,RP,0.18731,distance_m,4.9785,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,BTEC_ND,4.68862,PV,-5.301,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,BTEC_ND,5.52216,PV,-5.301,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,BTEC_ND,6.35569,PV,-5.301,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,BTEC_ND,7.18922,PV,-5.301,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,BTEC_ND,8.02275,PV,-5.301,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,BTEC_ND,9.06467,PV,-5.301,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,50.0,favorable,glass_Tong_0.2um_4mday_50mM_favor,BTEC_ND,9.8982,PV,-5.301,5570000.0,primary,Microspheres Glass Beads Tong,B
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,0.69461,PV,-4.3933,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,0.83353,PV,-4.1149,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,0.97246,PV,-1.571,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,1.04192,PV,-0.8458,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,1.14611,PV,-0.1089,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,1.35449,PV,-0.0977,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,1.56287,PV,-0.106,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,1.97964,PV,-0.0963,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,2.39641,PV,-0.0959,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,2.81317,PV,-0.1066,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,3.02156,PV,-0.094,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,3.22994,PV,-0.1104,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,3.54251,PV,-0.1029,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,3.7509,PV,-0.1055,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,3.82036,PV,-0.3265,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,3.88982,PV,-0.339,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,3.95928,PV,-0.3126,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,4.02874,PV,-0.4062,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,4.0982,PV,-0.4909,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,4.16766,PV,-0.6413,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,4.27186,PV,-0.9769,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,4.68862,PV,-1.6963,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,5.52216,PV,-1.7986,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,6.35569,PV,-1.868,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,7.18922,PV,-1.8362,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,8.02275,PV,-1.8978,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,9.06467,PV,-1.9559,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,BTEC,9.8982,PV,-1.9721,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,RP,0.0102,distance_m,8.5913,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,RP,0.02754,distance_m,8.007,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,RP,0.04756,distance_m,7.5592,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,RP,0.06781,distance_m,7.2267,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,RP,0.08671,distance_m,7.1699,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,RP,0.10833,distance_m,7.13,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,RP,0.12819,distance_m,7.0672,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,RP,0.14919,distance_m,7.0238,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,RP,0.1701,distance_m,7.1277,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.2,4.0,20.0,unfavorable,glass_Tong_0.2um_4mday_20mM_unfav,RP,0.1898,distance_m,7.1019,11399999.999999998,primary,Microspheres Glass Beads Tong,E
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,0.69461,PV,-4.7465,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,0.83353,PV,-4.2876,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,0.97246,PV,-3.5391,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,1.04192,PV,-3.5165,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,1.14611,PV,-3.4189,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,1.35449,PV,-3.4189,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,1.56287,PV,-3.3855,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,1.97964,PV,-3.0224,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,2.39641,PV,-3.0027,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,2.81317,PV,-2.8621,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,3.02156,PV,-2.9963,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,3.22994,PV,-2.9777,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,3.54251,PV,-2.8104,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,3.7509,PV,-2.7196,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,3.82036,PV,-2.8104,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,3.88982,PV,-2.8442,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,3.95928,PV,-3.2987,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,4.02874,PV,-3.7846,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,4.0982,PV,-3.6441,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,4.27186,PV,-3.9336,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC,4.68862,PV,-4.1674,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,RP,0.01237,distance_m,8.8466,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,RP,0.03247,distance_m,8.4881,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,RP,0.05254,distance_m,8.1473,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,RP,0.07194,distance_m,7.7546,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,RP,0.09112,distance_m,7.4469,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,RP,0.11001,distance_m,7.0991,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,RP,0.12899,distance_m,6.8529,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,RP,0.14801,distance_m,6.5303,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,RP,0.16734,distance_m,6.2317,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,RP,0.18763,distance_m,5.9987,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC_ND,5.52216,PV,-5.301,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC_ND,6.35569,PV,-5.301,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC_ND,7.18922,PV,-5.301,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC_ND,8.02275,PV,-5.301,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC_ND,9.06467,PV,-5.301,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,50.0,favorable,glass_Tong_0.5um_4mday_50mM_favor,BTEC_ND,9.8982,PV,-5.301,6260000.0,primary,Microspheres Glass Beads Tong,L
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,0.69461,PV,-4.7902,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,0.83353,PV,-2.0547,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,0.97246,PV,-0.9243,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,1.04192,PV,-0.4698,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,1.2503,PV,-0.0283,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,1.35449,PV,-0.0341,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,1.56287,PV,-0.0238,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,1.77126,PV,-0.0108,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,1.97964,PV,-0.0418,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,2.18802,PV,-0.0185,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,2.39641,PV,-0.0335,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,2.81317,PV,-0.0551,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,3.02156,PV,-0.0398,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,3.22994,PV,-0.0067,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,3.54251,PV,0.0059,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,3.7509,PV,-0.0188,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,3.88982,PV,-0.0141,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,3.95928,PV,-0.059,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,4.02874,PV,-0.2045,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,4.16766,PV,-0.6565,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,4.27186,PV,-1.4438,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,4.51497,PV,-1.9349,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,4.72335,PV,-2.0011,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,5.52216,PV,-2.1817,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,5.93892,PV,-2.2766,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,6.77246,PV,-2.2725,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,7.60599,PV,-2.3401,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,8.43952,PV,-2.4266,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,9.27305,PV,-2.3,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,BTEC,9.8982,PV,-2.3939,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,RP,0.01095,distance_m,7.1309,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,RP,0.03117,distance_m,6.8779,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,RP,0.04992,distance_m,6.682,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,RP,0.06932,distance_m,6.629,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,RP,0.08929,distance_m,6.4966,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,RP,0.10909,distance_m,6.3543,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,RP,0.12829,distance_m,6.3371,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,RP,0.14811,distance_m,6.2986,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,RP,0.16773,distance_m,6.2726,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,20.0,unfavorable,glass_Tong_0.5um_4mday_20mM_unfav,RP,0.18905,distance_m,6.1937,4930000.0,primary,Microspheres Glass Beads Tong,O
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,0.76867,PV,-3.3574,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,0.83855,PV,-2.5682,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,0.97831,PV,-1.2439,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,1.04819,PV,-0.9373,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,1.15301,PV,-0.5554,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,1.25783,PV,-0.4493,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,1.57229,PV,-0.4191,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,1.99157,PV,-0.4196,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,2.41084,PV,-0.3492,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,2.83012,PV,-0.4028,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,3.2494,PV,-0.3657,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,3.56386,PV,-0.3489,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,3.77349,PV,-0.3307,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,3.91325,PV,-0.3516,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,3.98313,PV,-0.4056,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,4.05301,PV,-0.4458,6110000.0,primary,Microspheres Glass Beads Tong,U
Tong,glass,0.5,4.0,50.0,unfavorable,glass_Tong_0.5um_4mday_50mM_unfav,BTEC,4.19277,PV,-1.0998,6110000.0,primary,Microspheres Glass Beads Tong,U
